,,,EU,EU,EU,EU,EU,EU,EU,RoW,RoW,RoW,RoW,RoW,RoW,RoW,Russia,Russia,Russia,Russia,Russia,Russia,Russia
RoW,Commodity,Precious metals,3885822.5901055033,0.0,0.0,28183991.26895604,67063308.16445742,0.0,0.0,853663250.8173697,0.0,0.0,1805703065.6235013,3874776238.7677593,576261509.082191,0.0,0.0,0.0,0.0,0.0,70772.02208433824,0.0,0.0
RoW,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Aluminium and aluminium products,3638629.605605368,0.0,0.0,79371799.2977939,435467470.7169209,0.0,0.0,291765506.4002644,0.0,0.0,534026132.81718504,3552864495.705384,0.0,0.0,0.0,0.0,0.0,0.0,16879380.519669678,0.0,0.0
RoW,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Lead, zinc and tin and products thereof",0.0,0.0,0.0,246261004.72371522,193800230.7507193,0.0,0.0,0.0,0.0,0.0,1959228399.2334342,2240379870.389099,0.0,0.0,0.0,0.0,0.0,0.0,1831088.001458396,0.0,0.0
RoW,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Copper products,0.0,0.0,0.0,79773424.12625517,100317154.57402822,0.0,0.0,0.0,0.0,0.0,2598313619.2876334,2874827637.274546,0.0,0.0,0.0,0.0,0.0,0.0,2230870.074202137,0.0,0.0
RoW,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Other non-ferrous metal products,6754881.58324007,0.0,0.0,301056.9852216013,155089336.85374337,0.0,0.0,575496535.3900164,0.0,0.0,262832707.76307917,1756860647.8312736,680495033.3345064,0.0,0.0,0.0,0.0,0.0,1651161.575220656,0.0,0.0
RoW,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Foundry work services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41575278.614125386,0.0,0.0,8049519985.247139,3289545780.9631195,1194942062.0359683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Fabricated metal products, except machinery and equipment (28)",3859018832.8582945,0.0,0.0,6279682109.072205,718912015.7064111,0.0,0.0,92507777881.43314,299853227.29293156,340544825.1576411,116059393525.09439,10326954512.590954,0.0,0.0,2534714229.220815,0.0,5058653.667955371,276832362.96890074,173814805.27787134,0.0,0.0
RoW,Commodity,Machinery and equipment n.e.c. (29),721237977.6408633,13586342.788413322,3365615.6412754273,72559649446.73372,1907589045.296386,0.0,0.0,148904259617.27316,65701048.96237137,88911130.70280543,1558181967776.614,27683022765.492825,0.0,0.0,1601444448.2622795,0.0,8443646.734330412,12693580819.314247,164573563.02400002,0.0,0.0
RoW,Commodity,Office machinery and computers (30),9498185885.962597,86301026.1672027,10773171.855387988,9605193111.652931,1569432575.1969066,0.0,0.0,94729922984.20926,21132150.454275463,55876545.681182064,334982462846.3273,14717558734.072504,1863327157.5453331,0.0,1480805004.1791112,0.0,233.35659251901922,61104.99267686817,601189176.8428634,0.0,0.0
RoW,Commodity,Electrical machinery and apparatus n.e.c. (31),5179414243.243949,0.0,38241.99899312443,18663256882.79265,748221900.6726289,0.0,0.0,166525188418.79468,933167353.8060496,719293514.1949499,547961110329.966,25609725305.6303,0.0,0.0,2558417002.3622756,0.0,34.80201119917958,291048.7401296324,1962849782.2864807,0.0,0.0
RoW,Commodity,"Radio, television and communication equipment and apparatus (32)",20441287241.052567,277770579.22112405,26731013.171670374,11327555860.719303,1859432947.2226496,0.0,0.0,329766954402.3618,3902931179.9155397,4494012015.705055,392158387194.7649,24531340828.369034,0.0,0.0,5878474173.006307,0.0,1017.614399587598,454507.60523520346,1447511318.8514128,0.0,0.0
RoW,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",12430105885.322008,141384483.38777345,2526374385.7325,17644435112.59171,2699295672.6060414,0.0,0.0,91417598656.70346,14832.248707376384,4255268649.5652223,326988427959.3329,6111203309.953431,0.0,0.0,642661637.2560813,0.0,6886.9666150123685,0.0,2281064609.341179,0.0,0.0
RoW,Commodity,"Motor vehicles, trailers and semi-trailers (34)",22521674871.94465,74440734.96146113,22325763.41539676,37378679683.07728,1187232087.7153625,0.0,0.0,677451470087.1945,3548128742.0418234,3707488834.320416,1067222114958.1107,38136462710.48947,0.0,0.0,5434682209.712009,0.0,862.5243737726655,523024.397976256,5381997003.3976965,0.0,0.0
RoW,Commodity,Other transport equipment (35),9502268465.848803,106643458.5345002,147604631.29759553,36487022716.007286,1716681791.2259042,0.0,0.0,61622585113.47607,29002617.793137114,281397363.43488634,491463254693.2355,20568682533.58318,0.0,0.0,206103125.4554137,0.0,223.66604569516173,0.0,3107997104.908977,0.0,0.0
RoW,Commodity,Furniture; other manufactured goods n.e.c. (36),29648413083.414986,53881752.10376372,27677123.23117282,7970154611.3975,278739941.49066424,0.0,0.0,387507319779.72394,328039164.6054144,294499261.9515965,191461629123.12817,28321459480.911846,0.0,0.0,1112180734.020655,0.0,127.89720555199693,0.0,1264532599.534928,0.0,0.0
RoW,Commodity,Secondary raw materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240508921.50750864,0.0,0.0,0.0,1984354428.6243122,1290152069.48129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by coal,45948254.57781089,0.0,5145051.274375397,0.0,0.0,0.0,0.0,84324456290.6551,4816968407.393236,4931991547.8804865,0.0,0.0,0.0,0.0,35842473.48283092,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by gas,62301785.293927,0.0,7098554.500157153,0.0,0.0,0.0,0.0,66838296150.59702,768585085.1998925,926683079.8723928,0.0,86459859.63833432,0.0,0.0,80229751.01399341,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by nuclear,1914816.8452103315,0.0,1306.564319777642,0.0,0.0,0.0,0.0,32993703213.70173,176396189.85419148,180846984.83480284,0.0,5145418.349268259,0.0,0.0,238599.45921233724,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by hydro,489865616.5867319,0.0,35591.53494472459,0.0,0.0,0.0,0.0,27255998974.167534,973255928.1982177,1010427517.3548406,0.0,1598165.4392814822,0.0,0.0,15944899.317814127,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by wind,3996040.0829928108,0.0,42958.70585424653,0.0,0.0,0.0,0.0,1530354104.6229942,133844155.20234399,136625358.49889413,0.0,1430953.676380467,0.0,0.0,8012.493787642338,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by petroleum and other oil derivatives,917873.7999876342,0.0,248286.12575935034,0.0,0.0,0.0,0.0,19995684809.099533,127477455.99108379,159904448.2896374,0.0,3123071.0123844407,0.0,0.0,1656192.1183386997,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by biomass and waste,1167497.9829244947,0.0,1145.1981501005482,0.0,0.0,0.0,0.0,3041232043.526765,13809.784319538458,145936.4345206379,0.0,2800304.9721325026,0.0,0.0,405755.6107861961,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by solar photovoltaic,82428.3016690842,0.5162962444012472,248.98998748054092,33.45252074280876,13.848118179390845,0.0,0.0,35031324.60060224,319443.97612330667,385977.66907720314,0.0,6367.293599504676,0.0,0.0,0.2081420104361925,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20234619.964146506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Electricity by tide, wave, ocean",0.910011101527251,0.0,0.0,0.0,0.0,0.0,0.0,2576831.8960812488,0.0,137971.2731393832,0.0,0.0,0.0,0.0,0.3033370338424238,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity by Geothermal,1.2410093439734116,0.0,0.0,0.0,0.0,0.0,0.0,972438532.8540307,0.0,146348.9831988654,0.0,0.0,0.0,0.0,911874.9402094148,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Electricity nec,147553.0331368733,0.0,341.46913056257586,0.0,0.0,0.0,0.0,667812774.1036422,3817391.694640519,3559527.814629269,0.0,815426.8261778774,0.0,0.0,362739.8932759312,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Transmission services of electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32646771682.802128,1312038811.5920253,1347781066.536239,10825983.869204419,224079617.692764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Distribution and trade services of electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163530711358.4701,6306361106.254238,6589167045.171562,269035966.1754342,796097083.2781689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Coke oven gas,0.0,0.0,0.0,577.9052169157042,354.4428012702618,0.0,0.0,40074639.620832555,0.0,2.17408702456061,0.0,7428291.219000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Blast Furnace Gas,0.0,0.0,0.0,1103.1201752561635,408.58231508153403,0.0,0.0,0.0,0.0,0.0,3618657.25695286,19597242.276777804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Oxygen Steel Furnace Gas,0.0,0.0,0.0,0.0617247519062215,55097.712433709974,0.0,0.0,0.0,0.0,0.0,83306867.86856359,0.0951256271189502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Gas Works Gas,6762.254795433071,0.0,2.6943064891217263,0.3447748697047245,18.112846520522076,0.0,0.0,79524908.39973128,0.0,0.0,83306956.76638663,334819.9810089632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Biogas,2.0113115496539065,0.0,0.0,0.0,0.05409413542951366,0.0,0.0,2917981971.097697,0.0,156848.54647869492,450951.2328167842,48872039.25477767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Distribution services of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130940729176.58266,15092942.809848672,19283769.784672245,273091233.81406623,24729884.97773102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Steam and hot water supply services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029246757.2285843,0.0,9627176.070316568,0.0,171012.53784819716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Collected and purified water, distribution services of water (41)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,118829608403.79778,3884288897.24223,4287181530.696426,44140.015189518126,17598253.142075974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Construction work (45),165276683.60812587,223.44535591555274,5354501.598235077,7725400104.30632,2328854.210383759,0.0,0.0,32846134654.238876,3402138856.7257476,4027538962.2236643,8176713294444.869,2699835714.907641,0.0,0.0,8196644.289705268,0.0,0.0,2934682958.4046187,0.0,0.0,0.0
RoW,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",161326112.7330584,175311.8109601255,348071.79855393665,825718.0543587187,226038.45854926278,0.0,0.0,764175473851.8105,1657667590.9817612,3667837008.0766935,44589580869.28985,11158069749.745983,107439916.45556968,0.0,42141703.266673185,0.0,2739.1062342351092,11621.004668728756,13880.136840819961,0.0,0.0
RoW,Commodity,Retail trade services of motor fuel,12451663.563585782,145682.89196188364,159550.58412768,377562.590904776,176677.5625363084,0.0,0.0,12040797511.841042,42608575.6531593,92265632.48142467,2755565746.768979,109927635.24536158,11734773.634906506,0.0,44927.4723573513,0.0,160.68258913652488,0.0,848.1746432497681,0.0,0.0
RoW,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",927581773.7706921,13194457.061348408,34128900.24807386,198474935.03317752,43311643.3520503,0.0,0.0,350036789592.66583,4042804763.547021,19335135768.50578,115144057893.6158,153043856990.93875,11869173010.440004,0.0,80598068.50604945,0.0,173244.80892763307,4757531.955069391,5684529.700907113,0.0,0.0
RoW,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",687727416.3495126,213161.19435852134,2282420562.1350393,532251.0085327724,257024.9510230235,0.0,0.0,417877078065.6627,10555905074.149473,12805504999.543734,71190879611.22827,11682448495.144192,69367525.97606406,0.0,76446578.58230701,0.0,42093.32019988858,144680.45819328752,172806.44962816732,0.0,0.0
RoW,Commodity,Hotel and restaurant services (55),51420822584.47369,17284300.017230164,53241321.51731472,0.0,65140.5577866929,0.0,0.0,2963340495531.932,4655147062.918389,5769676814.604492,1197501573.648385,73326693.31196567,73005198.17684318,0.0,8109305939.165103,0.0,0.0,0.0,1961619911.0381854,0.0,0.0
RoW,Commodity,Railway transportation services,2111924753.5617135,603720.9570389775,28810476.011822388,24870955.780492518,1438530.4636046055,0.0,0.0,219949300042.956,3454837410.811966,4786953873.417339,5026738495.41306,7137023197.871237,314689783.0507672,0.0,814021194.776298,0.0,2201190.0269639245,4534520.296073426,5203156.206454243,0.0,0.0
RoW,Commodity,Other land transportation services,5805961580.561733,1980197.5077204213,1060660886.0010889,93445421.8837403,17157509.38010273,0.0,0.0,682920559839.0522,20262816841.609684,39842206790.06414,31671991036.532837,28488558296.15619,2020010811.8245993,0.0,302956382.5525506,0.0,32949502.888360262,6112335.109357349,3914348.1565923225,0.0,0.0
RoW,Commodity,Transportation services via pipelines,1207922.3898776108,1293.6422787540932,10174.46916487563,125201.06218098041,298660.2241312055,0.0,0.0,4801586605.467828,60690675.697166115,53725753.51196462,1916747791.2355955,7723577144.416855,47167722.23933541,0.0,691613.7437567671,0.0,72479.61531361501,0.0,916760.4401065417,0.0,0.0
RoW,Commodity,Sea and coastal water transportation services,10445252903.199133,184093.68239823513,17448312.828275066,2006245.0496968802,440825.14124519366,0.0,0.0,61207896320.29945,415043702.45136344,3468596926.685773,4492361527.149273,4789470171.99907,26499499415.973778,0.0,634657.1652587141,0.0,7977439.163139239,8244321.677668713,3160978.713670226,0.0,0.0
RoW,Commodity,Inland water transportation services,152775531.68668103,4351.715822086685,129050.39841567595,229007.15065617397,45804.44862127796,0.0,0.0,16257419820.752037,23257710.38569265,16899670.10839369,205921165.91525224,905263985.101167,30641539.213130426,0.0,365043.2429282145,0.0,39277.13225920968,242242.2421518451,277961.97688412655,0.0,0.0
RoW,Commodity,Air transport services (62),23502652798.944324,332397.8845477011,33955988.06319651,3297056.0360786817,431655.72576932306,0.0,0.0,287853439924.12354,566221590.3834534,3959461191.8471975,4917251195.918864,2767787641.2658095,81146173.2551461,0.0,1768058952.2521017,0.0,6616306.928133886,9586580.826968879,11000166.339912366,0.0,0.0
RoW,Commodity,Supporting and auxiliary transport services; travel agency services (63),1603068051.669222,1280502.4727617193,516412324.265942,8006439.624053947,1271430.61538341,0.0,0.0,217465104069.30606,124030875423.07094,66143159674.459114,10795688817.5989,4713669543.878251,245370830.03013343,0.0,225262547.30643338,0.0,49433612.521869734,150388.8341767646,172564.36069013295,0.0,0.0
RoW,Commodity,Post and telecommunication services (64),4812071392.352104,0.0,12928199.292583264,0.0,34763.76561081853,0.0,0.0,1217860615997.9468,126908682.02603346,288428825.3350187,53370982224.93069,945332.3647574605,0.0,0.0,2202782121.6482415,0.0,6784.1722006850805,0.0,0.0,0.0,0.0
RoW,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",4286370555.6334786,9155415.13090533,4072895.63171159,10619965.426668502,0.0,0.0,0.0,709063996905.0281,746780588.9206873,4107081998.5750465,26523504.571372993,0.0,0.0,0.0,0.6749280084774412,0.0,551903.3398030512,0.0,0.0,0.0,0.0
RoW,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",5215649128.194498,0.0,369822.5223150534,30340.112099487742,4996.781716122238,0.0,0.0,968895969159.6915,4803989489.061657,5783244023.905716,19306342.548523232,2052895.1767831966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Services auxiliary to financial intermediation (67),136547033.48995137,0.0,0.032763825485431525,0.0,0.0,0.0,0.0,289187253070.83215,39938296990.80344,56333650699.034904,7789145477.094017,0.0,0.0,0.0,44.27211791493851,0.0,871351.7965572131,0.0,0.0,0.0,0.0
RoW,Commodity,Real estate services (70),6792885830.106563,18688885.421727244,2410965.2174162325,188524202.69321114,88287.87022209202,0.0,0.0,5134293935062.491,483027773.1718563,6936782109.785213,584970973382.3761,0.0,0.0,0.0,123876498.4991996,0.0,135708.58861999365,0.0,0.0,0.0,0.0
RoW,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),589826690.4767932,0.0,0.0,0.0,16992.594281163943,0.0,0.0,269750006435.5413,1116361183.2775319,872802855.1989633,325520402.9790032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Computer and related services (72),75708560.4088866,192347.1615745164,6701168.100015257,10212588079.15516,3034353.874564764,0.0,0.0,359028991875.8015,4632914849.32246,4777406765.989165,1245472735997.8982,1862581038.867756,0.0,0.0,0.0,0.0,0.0,0.13902994746090847,0.0,0.0,0.0
RoW,Commodity,Research and development services (73),414.9719312092968,557500580.3281881,2875059352.3156834,42967.29499572786,1694418.9703047308,0.0,0.0,47453807768.152084,74077242528.80133,108472370518.37778,14069401990.440054,1560341309.405855,0.0,0.0,0.0,0.0,38865177.99697551,4583010.327538134,0.0,0.0,0.0
RoW,Commodity,Other business services (74),3721645515.149058,29834241.77171551,525379507.8312267,11049001687.979057,11149521.17368188,0.0,0.0,345088926211.6284,63677979894.14817,40401641033.044586,350230076103.7611,1203351382.2181342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Public administration and defence services; compulsory social security services (75),189909740.06841436,47296165.00886754,8165734301.164903,6531902.62209776,11305.595183878373,0.0,0.0,41542200571.41455,1415821342560.187,6323996744458.487,7688645687.745039,0.0,0.0,0.0,9287892.212231476,406686.7583718918,245695708.26335174,10883476.628764395,0.0,0.0,0.0
RoW,Commodity,Education services (80),691208250.7857418,712488886.5809853,4088818289.0004873,2.1562166501032576,409.65350765821233,0.0,0.0,750571379922.1388,1006630987420.477,1186136183530.8374,138544582.0322227,44707909.79839807,0.0,0.0,4304768.882655443,102291703.41509454,2038715.826681293,657880.8910721141,0.0,0.0,0.0
RoW,Commodity,Health and social work services (85),1358056726.6116657,3241651931.9156046,5398815342.844169,0.0,4911986.103952571,0.0,0.0,3179427279781.1797,903332227974.6522,1477725940397.9453,173334116.9500212,0.0,0.0,0.0,52456117.51528084,90008384.50267322,44733639.3884254,4164551.5614269543,0.0,0.0,0.0
RoW,Commodity,Food waste for treatment: incineration,33094465.44499299,314786.9600587113,4203971.340745693,293804.42552167823,339.6457107840299,0.0,0.0,4859226300.439774,863061905.5925772,2896262399.5103273,0.0,0.0,0.0,0.0,46476.72934407094,0.0,43680.61426909715,0.0,0.0,0.0,0.0
RoW,Commodity,Paper waste for treatment: incineration,32779598.26729585,395047.0700749293,5761760.990760484,267092.4838708212,429.61998181201943,0.0,0.0,5567711474.935386,862650532.5819987,2900451397.809968,0.0,0.0,0.0,0.0,37039.03700084257,0.0,56382.17046109088,0.0,0.0,0.0,0.0
RoW,Commodity,Plastic waste for treatment: incineration,9900386.030057292,651853.909604882,2465999.767774908,184113.29425819335,510.8874878505754,0.0,0.0,4350118172.703155,173657309.77753913,716400947.8343437,0.0,0.0,0.0,0.0,6825.731552763961,0.0,42105.13814523217,0.0,0.0,0.0,0.0
RoW,Commodity,Intert/metal waste for treatment: incineration,51534507.44853132,80113.59838656278,37541206.8563513,251132.27662129604,709.7796882789095,0.0,0.0,2431315052.0497694,13993756.29197789,859204772.2574425,0.0,0.0,0.0,0.0,3594.068585293302,0.0,828.0033361499627,0.0,0.0,0.0,0.0
RoW,Commodity,Textiles waste for treatment: incineration,4938360.915400458,130540.9445912919,1089851.9433390996,323048.14507071825,2413.2227454817794,0.0,0.0,1445706566.7782993,179984905.37682137,660202783.1615611,0.0,0.0,0.0,0.0,13977.276789066482,0.0,27847.269718743188,0.0,0.0,0.0,0.0
RoW,Commodity,Wood waste for treatment: incineration,10766615.65533733,98610.3237125877,1331964.6525549788,300787.91587042715,450.10710283298744,0.0,0.0,1927565230.284862,221584003.7696127,727346179.2685103,0.0,0.0,0.0,0.0,20629.678720192678,0.0,4752.675805072968,0.0,0.0,0.0,0.0
RoW,Commodity,Oil/hazardous waste for treatment: incineration,34399796.45841385,45863.25138093962,46511178.94507533,241464.87359656917,648.4514356221107,0.0,0.0,1715065746.0753202,212892761.28312194,866994285.9158654,0.0,0.0,0.0,0.0,3766.3664547001576,0.0,867.6974075588538,0.0,0.0,0.0,0.0
RoW,Commodity,Food waste for treatment: biogasification and land application,2288445.958908612,47792.172607836816,2555844.611144489,290003.86652088544,108364.19462314258,0.0,0.0,951510648.393579,360998533.88498646,616877992.4411852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361887.4115131108,0.0,0.0
